id	title	type	snippet	provider	state_date	end_date	bbox	deprecated	keywords	catalog	url	license
COPERNICUS/S5P/NRTI/L3_CO	Sentinel-5P NRTI CO: Near Real-Time Carbon Monoxide	image_collection	ee.ImageCollection('COPERNICUS/S5P/NRTI/L3_CO')	European Union/ESA/Copernicus	2018-11-22	2025-06-03	-180, -90, 180, 90	False	air-quality, atmosphere, carbon-monoxide, copernicus, esa, eu, knmi, pollution, s5p, sentinel, sron, tropomi	https://storage.googleapis.com/earthengine-stac/catalog/COPERNICUS/COPERNICUS_S5P_NRTI_L3_CO.json	https://developers.google.com/earth-engine/datasets/catalog/COPERNICUS_S5P_NRTI_L3_CO	other
COPERNICUS/S5P/NRTI/L3_HCHO	Sentinel-5P NRTI HCHO: Near Real-Time Formaldehyde	image_collection	ee.ImageCollection('COPERNICUS/S5P/NRTI/L3_HCHO')	European Union/ESA/Copernicus	2018-10-02	2025-06-03	-180, -90, 180, 90	False	air-quality, atmosphere, bira, copernicus, dlr, esa, eu, formaldehyde, hcho, pollution, s5p, sentinel, tropomi	https://storage.googleapis.com/earthengine-stac/catalog/COPERNICUS/COPERNICUS_S5P_NRTI_L3_HCHO.json	https://developers.google.com/earth-engine/datasets/catalog/COPERNICUS_S5P_NRTI_L3_HCHO	other
COPERNICUS/S5P/NRTI/L3_NO2	Sentinel-5P NRTI NO2: Near Real-Time Nitrogen Dioxide	image_collection	ee.ImageCollection('COPERNICUS/S5P/NRTI/L3_NO2')	European Union/ESA/Copernicus	2018-07-10	2025-06-03	-180, -90, 180, 90	False	air-quality, atmosphere, copernicus, esa, eu, knmi, nitrogen-dioxide, no2, pollution, s5p, sentinel, tropomi	https://storage.googleapis.com/earthengine-stac/catalog/COPERNICUS/COPERNICUS_S5P_NRTI_L3_NO2.json	https://developers.google.com/earth-engine/datasets/catalog/COPERNICUS_S5P_NRTI_L3_NO2	other
COPERNICUS/S5P/NRTI/L3_O3	Sentinel-5P NRTI O3: Near Real-Time Ozone	image_collection	ee.ImageCollection('COPERNICUS/S5P/NRTI/L3_O3')	European Union/ESA/Copernicus	2018-07-10	2025-06-03	-180, -90, 180, 90	False	air-quality, atmosphere, copernicus, esa, eu, o3, ozone, pollution, s5p, sentinel, tropomi	https://storage.googleapis.com/earthengine-stac/catalog/COPERNICUS/COPERNICUS_S5P_NRTI_L3_O3.json	https://developers.google.com/earth-engine/datasets/catalog/COPERNICUS_S5P_NRTI_L3_O3	other
COPERNICUS/S5P/NRTI/L3_SO2	Sentinel-5P NRTI SO2: Near Real-Time Sulfur Dioxide	image_collection	ee.ImageCollection('COPERNICUS/S5P/NRTI/L3_SO2')	European Union/ESA/Copernicus	2018-07-10	2025-06-03	-180, -90, 180, 90	False	air-quality, atmosphere, bira, copernicus, dlr, esa, eu, pollution, s5p, sentinel, so2, sulfur-dioxide, tropomi	https://storage.googleapis.com/earthengine-stac/catalog/COPERNICUS/COPERNICUS_S5P_NRTI_L3_SO2.json	https://developers.google.com/earth-engine/datasets/catalog/COPERNICUS_S5P_NRTI_L3_SO2	other
COPERNICUS/S5P/OFFL/L3_AER_AI	Sentinel-5P OFFL AER AI: Offline UV Aerosol Index	image_collection	ee.ImageCollection('COPERNICUS/S5P/OFFL/L3_AER_AI')	European Union/ESA/Copernicus	2018-07-04	2025-06-01	-180, -90, 180, 90	False	aai, aerosol, air-quality, atmosphere, copernicus, esa, eu, knmi, pollution, s5p, sentinel, tropomi, uvai	https://storage.googleapis.com/earthengine-stac/catalog/COPERNICUS/COPERNICUS_S5P_OFFL_L3_AER_AI.json	https://developers.google.com/earth-engine/datasets/catalog/COPERNICUS_S5P_OFFL_L3_AER_AI	other
COPERNICUS/S5P/OFFL/L3_AER_LH	Sentinel-5P OFFL AER LH: Offline UV Aerosol Layer Height	image_collection	ee.ImageCollection('COPERNICUS/S5P/OFFL/L3_AER_LH')	European Union/ESA/Copernicus	2018-07-04	2025-06-01	-180, -90, 180, 90	False	aerosol, air-quality, alh, atmosphere, copernicus, esa, eu, knmi, pollution, s5p, sentinel, tropomi, uvai	https://storage.googleapis.com/earthengine-stac/catalog/COPERNICUS/COPERNICUS_S5P_OFFL_L3_AER_LH.json	https://developers.google.com/earth-engine/datasets/catalog/COPERNICUS_S5P_OFFL_L3_AER_LH	other
COPERNICUS/S5P/OFFL/L3_CH4	Sentinel-5P OFFL CH4: Offline Methane	image_collection	ee.ImageCollection('COPERNICUS/S5P/OFFL/L3_CH4')	European Union/ESA/Copernicus	2019-02-08	2025-06-01	-180, -90, 180, 90	False	atmosphere, climate, copernicus, esa, eu, knmi, methane, s5p, sentinel, sron, tropomi	https://storage.googleapis.com/earthengine-stac/catalog/COPERNICUS/COPERNICUS_S5P_OFFL_L3_CH4.json	https://developers.google.com/earth-engine/datasets/catalog/COPERNICUS_S5P_OFFL_L3_CH4	other
COPERNICUS/S5P/OFFL/L3_CLOUD	Sentinel-5P OFFL CLOUD: Offline Cloud Properties	image_collection	ee.ImageCollection('COPERNICUS/S5P/OFFL/L3_CLOUD')	European Union/ESA/Copernicus	2018-07-04	2025-06-01	-180, -90, 180, 90	False	atmosphere, cloud, copernicus, dlr, esa, eu, s5p, sentinel, tropomi	https://storage.googleapis.com/earthengine-stac/catalog/COPERNICUS/COPERNICUS_S5P_OFFL_L3_CLOUD.json	https://developers.google.com/earth-engine/datasets/catalog/COPERNICUS_S5P_OFFL_L3_CLOUD	other
COPERNICUS/S5P/OFFL/L3_CO	Sentinel-5P OFFL CO: Offline Carbon Monoxide	image_collection	ee.ImageCollection('COPERNICUS/S5P/OFFL/L3_CO')	European Union/ESA/Copernicus	2018-06-28	2025-06-01	-180, -90, 180, 90	False	air-quality, atmosphere, carbon-monoxide, copernicus, esa, eu, knmi, pollution, s5p, sentinel, sron, tropomi	https://storage.googleapis.com/earthengine-stac/catalog/COPERNICUS/COPERNICUS_S5P_OFFL_L3_CO.json	https://developers.google.com/earth-engine/datasets/catalog/COPERNICUS_S5P_OFFL_L3_CO	other
COPERNICUS/S5P/OFFL/L3_HCHO	Sentinel-5P OFFL HCHO: Offline Formaldehyde	image_collection	ee.ImageCollection('COPERNICUS/S5P/OFFL/L3_HCHO')	European Union/ESA/Copernicus	2018-12-05	2025-06-01	-180, -90, 180, 90	False	air-quality, atmosphere, bira, copernicus, dlr, esa, eu, formaldehyde, hcho, pollution, s5p, sentinel, tropomi	https://storage.googleapis.com/earthengine-stac/catalog/COPERNICUS/COPERNICUS_S5P_OFFL_L3_HCHO.json	https://developers.google.com/earth-engine/datasets/catalog/COPERNICUS_S5P_OFFL_L3_HCHO	other
COPERNICUS/S5P/OFFL/L3_NO2	Sentinel-5P OFFL NO2: Offline Nitrogen Dioxide	image_collection	ee.ImageCollection('COPERNICUS/S5P/OFFL/L3_NO2')	European Union/ESA/Copernicus	2018-06-28	2025-05-25	-180, -90, 180, 90	False	air-quality, atmosphere, copernicus, esa, eu, knmi, nitrogen-dioxide, no2, pollution, s5p, sentinel, tropomi	https://storage.googleapis.com/earthengine-stac/catalog/COPERNICUS/COPERNICUS_S5P_OFFL_L3_NO2.json	https://developers.google.com/earth-engine/datasets/catalog/COPERNICUS_S5P_OFFL_L3_NO2	other
COPERNICUS/S5P/OFFL/L3_O3	Sentinel-5P OFFL O3: Offline Ozone	image_collection	ee.ImageCollection('COPERNICUS/S5P/OFFL/L3_O3')	European Union/ESA/Copernicus	2018-09-08	2025-06-01	-180, -90, 180, 90	False	air-quality, atmosphere, copernicus, esa, eu, o3, ozone, pollution, s5p, sentinel, tropomi	https://storage.googleapis.com/earthengine-stac/catalog/COPERNICUS/COPERNICUS_S5P_OFFL_L3_O3.json	https://developers.google.com/earth-engine/datasets/catalog/COPERNICUS_S5P_OFFL_L3_O3	other
COPERNICUS/S5P/OFFL/L3_O3_TCL	Sentinel-5P OFFL O3 TCL: Offline Tropospheric Ozone	image_collection	ee.ImageCollection('COPERNICUS/S5P/OFFL/L3_O3_TCL')	European Union/ESA/Copernicus	2018-04-30	2025-05-19	-180, -90, 180, 90	False	air-quality, atmosphere, copernicus, esa, eu, o3, ozone, pollution, s5p, sentinel, tropomi	https://storage.googleapis.com/earthengine-stac/catalog/COPERNICUS/COPERNICUS_S5P_OFFL_L3_O3_TCL.json	https://developers.google.com/earth-engine/datasets/catalog/COPERNICUS_S5P_OFFL_L3_O3_TCL	other
COPERNICUS/S5P/OFFL/L3_SO2	Sentinel-5P OFFL SO2: Offline Sulfur Dioxide	image_collection	ee.ImageCollection('COPERNICUS/S5P/OFFL/L3_SO2')	European Union/ESA/Copernicus	2018-12-05	2025-06-01	-180, -90, 180, 90	False	air-quality, atmosphere, bira, copernicus, dlr, esa, eu, pollution, s5p, sentinel, so2, sulfur-dioxide, tropomi	https://storage.googleapis.com/earthengine-stac/catalog/COPERNICUS/COPERNICUS_S5P_OFFL_L3_SO2.json	https://developers.google.com/earth-engine/datasets/catalog/COPERNICUS_S5P_OFFL_L3_SO2	other
CPOM/CryoSat2/ANTARCTICA_DEM	CryoSat-2 Antarctica 1km DEM	image	ee.Image('CPOM/CryoSat2/ANTARCTICA_DEM')	CPOM	2010-07-01	2016-07-01	-180, -88, 180, -60	False	antarctica, cpom, cryosat-2, dem, elevation, elevation-topography, polar	https://storage.googleapis.com/earthengine-stac/catalog/CPOM/CPOM_CryoSat2_ANTARCTICA_DEM.json	https://developers.google.com/earth-engine/datasets/catalog/CPOM_CryoSat2_ANTARCTICA_DEM	other
CSIC/SPEI/2_10	SPEIbase: Standardised Precipitation-Evapotranspiration Index database, Version 2.10	image_collection	ee.ImageCollection('CSIC/SPEI/2_10')	Spanish National Research Council (CSIC)	1901-01-01	2023-01-01	-180, -90, 180, 90	False	climate, climate-change, drought, evapotranspiration, global, monthly, palmer, precipitation, temperature, water-vapor	https://storage.googleapis.com/earthengine-stac/catalog/CSIC/CSIC_SPEI_2_10.json	https://developers.google.com/earth-engine/datasets/catalog/CSIC_SPEI_2_10	CC-BY-4.0
CSIC/SPEI/2_8	SPEIbase: Standardised Precipitation-Evapotranspiration Index database, Version 2.8 [deprecated]	image_collection	ee.ImageCollection('CSIC/SPEI/2_8')	Spanish National Research Council (CSIC)	1901-01-01	2021-01-01	-180, -90, 180, 90	True	climate, climate-change, drought, evapotranspiration, global, monthly, palmer, precipitation, temperature, water-vapor	https://storage.googleapis.com/earthengine-stac/catalog/CSIC/CSIC_SPEI_2_8.json	https://developers.google.com/earth-engine/datasets/catalog/CSIC_SPEI_2_8	CC-BY-4.0
CSIC/SPEI/2_9	SPEIbase: Standardised Precipitation-Evapotranspiration Index database, Version 2.9 [deprecated]	image_collection	ee.ImageCollection('CSIC/SPEI/2_9')	Spanish National Research Council (CSIC)	1901-01-01	2023-01-01	-180, -90, 180, 90	True	climate, climate-change, drought, evapotranspiration, global, monthly, palmer, precipitation, temperature, water-vapor	https://storage.googleapis.com/earthengine-stac/catalog/CSIC/CSIC_SPEI_2_9.json	https://developers.google.com/earth-engine/datasets/catalog/CSIC_SPEI_2_9	CC-BY-4.0
CSIRO/SLGA	SLGA: Soil and Landscape Grid of Australia (Soil Attributes)	image_collection	ee.ImageCollection('CSIRO/SLGA')	CSIRO/SLGA	1950-01-01	2013-12-31	113, -44.15, 154, -9.97	False	australia, csiro, digital-soil-mapping, globalsoilmap, slga, soil, soil-depth, tern	https://storage.googleapis.com/earthengine-stac/catalog/CSIRO/CSIRO_SLGA.json	https://developers.google.com/earth-engine/datasets/catalog/CSIRO_SLGA	CC-BY-4.0
CSP/ERGo/1_0/Global/ALOS_CHILI	Global ALOS CHILI (Continuous Heat-Insolation Load Index)	image	ee.Image('CSP/ERGo/1_0/Global/ALOS_CHILI')	Conservation Science Partners	2006-01-24	2011-05-13	-180, -90, 180, 90	False	aspect, csp, elevation, elevation-topography, ergo, geophysical, global, landforms, slope, topography	https://storage.googleapis.com/earthengine-stac/catalog/CSP/CSP_ERGo_1_0_Global_ALOS_CHILI.json	https://developers.google.com/earth-engine/datasets/catalog/CSP_ERGo_1_0_Global_ALOS_CHILI	CC-BY-NC-SA-4.0
CSP/ERGo/1_0/Global/ALOS_landforms	Global ALOS Landforms	image	ee.Image('CSP/ERGo/1_0/Global/ALOS_landforms')	Conservation Science Partners	2006-01-24	2011-05-13	-180, -90, 180, 90	False	aspect, csp, elevation, elevation-topography, ergo, geophysical, global, landforms, slope, topography	https://storage.googleapis.com/earthengine-stac/catalog/CSP/CSP_ERGo_1_0_Global_ALOS_landforms.json	https://developers.google.com/earth-engine/datasets/catalog/CSP_ERGo_1_0_Global_ALOS_landforms	CC-BY-NC-SA-4.0
CSP/ERGo/1_0/Global/ALOS_mTPI	Global ALOS mTPI (Multi-Scale Topographic Position Index)	image	ee.Image('CSP/ERGo/1_0/Global/ALOS_mTPI')	Conservation Science Partners	2006-01-24	2011-05-13	-180, -90, 180, 90	False	aspect, csp, elevation, elevation-topography, ergo, geophysical, global, landforms, slope, topography	https://storage.googleapis.com/earthengine-stac/catalog/CSP/CSP_ERGo_1_0_Global_ALOS_mTPI.json	https://developers.google.com/earth-engine/datasets/catalog/CSP_ERGo_1_0_Global_ALOS_mTPI	CC-BY-NC-SA-4.0
CSP/ERGo/1_0/Global/ALOS_topoDiversity	Global ALOS Topographic Diversity	image	ee.Image('CSP/ERGo/1_0/Global/ALOS_topoDiversity')	Conservation Science Partners	2006-01-24	2011-05-13	-180, -90, 180, 90	False	aspect, csp, elevation, elevation-topography, ergo, geophysical, global, landforms, slope, topography	https://storage.googleapis.com/earthengine-stac/catalog/CSP/CSP_ERGo_1_0_Global_ALOS_topoDiversity.json	https://developers.google.com/earth-engine/datasets/catalog/CSP_ERGo_1_0_Global_ALOS_topoDiversity	CC-BY-NC-SA-4.0
CSP/ERGo/1_0/Global/SRTM_CHILI	Global SRTM CHILI (Continuous Heat-Insolation Load Index)	image	ee.Image('CSP/ERGo/1_0/Global/SRTM_CHILI')	Conservation Science Partners	2006-01-24	2011-05-13	-180, -90, 180, 90	False	aspect, csp, elevation, elevation-topography, ergo, geophysical, global, landforms, slope, topography	https://storage.googleapis.com/earthengine-stac/catalog/CSP/CSP_ERGo_1_0_Global_SRTM_CHILI.json	https://developers.google.com/earth-engine/datasets/catalog/CSP_ERGo_1_0_Global_SRTM_CHILI	CC-BY-NC-SA-4.0
CSP/ERGo/1_0/Global/SRTM_landforms	Global SRTM Landforms	image	ee.Image('CSP/ERGo/1_0/Global/SRTM_landforms')	Conservation Science Partners	2006-01-24	2011-05-13	-180, -90, 180, 90	False	aspect, csp, elevation, elevation-topography, ergo, geophysical, global, landforms, slope, topography	https://storage.googleapis.com/earthengine-stac/catalog/CSP/CSP_ERGo_1_0_Global_SRTM_landforms.json	https://developers.google.com/earth-engine/datasets/catalog/CSP_ERGo_1_0_Global_SRTM_landforms	CC-BY-NC-SA-4.0
CSP/ERGo/1_0/Global/SRTM_mTPI	Global SRTM mTPI (Multi-Scale Topographic Position Index)	image	ee.Image('CSP/ERGo/1_0/Global/SRTM_mTPI')	Conservation Science Partners	2006-01-24	2011-05-13	-180, -90, 180, 90	False	aspect, csp, elevation, elevation-topography, ergo, geophysical, global, landforms, slope, topography	https://storage.googleapis.com/earthengine-stac/catalog/CSP/CSP_ERGo_1_0_Global_SRTM_mTPI.json	https://developers.google.com/earth-engine/datasets/catalog/CSP_ERGo_1_0_Global_SRTM_mTPI	CC-BY-NC-SA-4.0
CSP/ERGo/1_0/Global/SRTM_topoDiversity	Global SRTM Topographic Diversity	image	ee.Image('CSP/ERGo/1_0/Global/SRTM_topoDiversity')	Conservation Science Partners	2006-01-24	2011-05-13	-180, -90, 180, 90	False	aspect, csp, elevation, elevation-topography, ergo, geophysical, global, landforms, slope, topography	https://storage.googleapis.com/earthengine-stac/catalog/CSP/CSP_ERGo_1_0_Global_SRTM_topoDiversity.json	https://developers.google.com/earth-engine/datasets/catalog/CSP_ERGo_1_0_Global_SRTM_topoDiversity	CC-BY-NC-SA-4.0
CSP/ERGo/1_0/US/CHILI	US NED CHILI (Continuous Heat-Insolation Load Index)	image	ee.Image('CSP/ERGo/1_0/US/CHILI')	Conservation Science Partners	2006-01-24	2011-05-13	-132.09, 12.54, -60.35, 56.21	False	aspect, csp, elevation, elevation-topography, ergo, geophysical, landforms, slope, topography, us	https://storage.googleapis.com/earthengine-stac/catalog/CSP/CSP_ERGo_1_0_US_CHILI.json	https://developers.google.com/earth-engine/datasets/catalog/CSP_ERGo_1_0_US_CHILI	CC-BY-NC-SA-4.0
CSP/ERGo/1_0/US/landforms	US NED Landforms	image	ee.Image('CSP/ERGo/1_0/US/landforms')	Conservation Science Partners	2006-01-24	2011-05-13	-132.09, 12.54, -60.35, 56.21	False	aspect, csp, elevation, elevation-topography, ergo, geophysical, landforms, slope, topography, us	https://storage.googleapis.com/earthengine-stac/catalog/CSP/CSP_ERGo_1_0_US_landforms.json	https://developers.google.com/earth-engine/datasets/catalog/CSP_ERGo_1_0_US_landforms	CC-BY-NC-SA-4.0
CSP/ERGo/1_0/US/lithology	US Lithology	image	ee.Image('CSP/ERGo/1_0/US/lithology')	Conservation Science Partners	2006-01-24	2011-05-13	-132.09, 12.54, -60.35, 56.21	False	aspect, csp, elevation, elevation-topography, ergo, geophysical, landforms, slope, topography, us	https://storage.googleapis.com/earthengine-stac/catalog/CSP/CSP_ERGo_1_0_US_lithology.json	https://developers.google.com/earth-engine/datasets/catalog/CSP_ERGo_1_0_US_lithology	CC-BY-NC-SA-4.0
CSP/ERGo/1_0/US/mTPI	US NED mTPI (Multi-Scale Topographic Position Index)	image	ee.Image('CSP/ERGo/1_0/US/mTPI')	Conservation Science Partners	2006-01-24	2011-05-13	-132.09, 12.54, -60.35, 56.21	False	aspect, csp, elevation, elevation-topography, ergo, geophysical, landforms, slope, topography, us	https://storage.googleapis.com/earthengine-stac/catalog/CSP/CSP_ERGo_1_0_US_mTPI.json	https://developers.google.com/earth-engine/datasets/catalog/CSP_ERGo_1_0_US_mTPI	CC-BY-NC-SA-4.0
CSP/ERGo/1_0/US/physioDiversity	US NED Physiographic Diversity	image	ee.Image('CSP/ERGo/1_0/US/physioDiversity')	Conservation Science Partners	2006-01-24	2011-05-13	-132.09, 12.54, -60.35, 56.21	False	aspect, csp, elevation, elevation-topography, ergo, geophysical, landforms, slope, topography, us	https://storage.googleapis.com/earthengine-stac/catalog/CSP/CSP_ERGo_1_0_US_physioDiversity.json	https://developers.google.com/earth-engine/datasets/catalog/CSP_ERGo_1_0_US_physioDiversity	CC-BY-NC-SA-4.0
CSP/ERGo/1_0/US/physiography	US Physiography	image	ee.Image('CSP/ERGo/1_0/US/physiography')	Conservation Science Partners	2006-01-24	2011-05-13	-132.09, 12.54, -60.35, 56.21	False	aspect, csp, elevation, elevation-topography, ergo, geophysical, landforms, slope, topography, us	https://storage.googleapis.com/earthengine-stac/catalog/CSP/CSP_ERGo_1_0_US_physiography.json	https://developers.google.com/earth-engine/datasets/catalog/CSP_ERGo_1_0_US_physiography	CC-BY-NC-SA-4.0
CSP/ERGo/1_0/US/topoDiversity	US NED Topographic Diversity	image	ee.Image('CSP/ERGo/1_0/US/topoDiversity')	Conservation Science Partners	2006-01-24	2011-05-13	-132.09, 12.54, -60.35, 56.21	False	aspect, csp, elevation, elevation-topography, ergo, geophysical, landforms, slope, topography, us	https://storage.googleapis.com/earthengine-stac/catalog/CSP/CSP_ERGo_1_0_US_topoDiversity.json	https://developers.google.com/earth-engine/datasets/catalog/CSP_ERGo_1_0_US_topoDiversity	CC-BY-NC-SA-4.0
CSP/HM/GlobalHumanModification	CSP gHM: Global Human Modification	image_collection	ee.ImageCollection('CSP/HM/GlobalHumanModification')	Conservation Science Partners	2016-01-01	2016-12-31	-180, -90, 180, 90	False	csp, fragmentation, human-modification, landcover, landscape-gradient, population, stressors, tnc	https://storage.googleapis.com/earthengine-stac/catalog/CSP/CSP_HM_GlobalHumanModification.json	https://developers.google.com/earth-engine/datasets/catalog/CSP_HM_GlobalHumanModification	CC-BY-NC-SA-4.0
DLR/WSF/WSF2015/v1	World Settlement Footprint 2015	image	ee.Image('DLR/WSF/WSF2015/v1')	Deutsches Zentrum für Luft- und Raumfahrt (DLR)	2015-01-01	2016-01-01	-180, -90, 180, 90	False	landcover, landsat-derived, population, sentinel1-derived, settlement, urban	https://storage.googleapis.com/earthengine-stac/catalog/DLR/DLR_WSF_WSF2015_v1.json	https://developers.google.com/earth-engine/datasets/catalog/DLR_WSF_WSF2015_v1	CC0-1.0
DOE/ORNL/LandScan_HD/Ukraine_202201	LandScan High Definition Data for Ukraine, January 2022	image	ee.Image('DOE/ORNL/LandScan_HD/Ukraine_202201')	Oak Ridge National Laboratory	2022-01-01	2022-02-01	22.125, 44.175, 40.225, 52.4	False	landscan, population, ukraine	https://storage.googleapis.com/earthengine-stac/catalog/DOE/DOE_ORNL_LandScan_HD_Ukraine_202201.json	https://developers.google.com/earth-engine/datasets/catalog/DOE_ORNL_LandScan_HD_Ukraine_202201	CC-BY-4.0
ECMWF/CAMS/NRT	Copernicus Atmosphere Monitoring Service (CAMS) Global Near-Real-Time	image_collection	ee.ImageCollection('ECMWF/CAMS/NRT')	European Centre for Medium-Range Weather Forecasts (ECMWF)	2016-06-22	2025-06-07	-180, -90, 180, 90	False	aerosol, atmosphere, climate, copernicus, ecmwf, forecast, particulate-matter	https://storage.googleapis.com/earthengine-stac/catalog/ECMWF/ECMWF_CAMS_NRT.json	https://developers.google.com/earth-engine/datasets/catalog/ECMWF_CAMS_NRT	other
